"(PDH-CSV 4.0) (Eastern Standard Time)(300)","\\ELIXIR\Process(calc)\% Processor Time","\\ELIXIR\Process(calc)\IO Data Bytes/sec","\\ELIXIR\Process(calc)\IO Read Operations/sec","\\ELIXIR\Process(calc)\IO Write Operations/sec","\\ELIXIR\Process(calc)\Thread Count","\\ELIXIR\Process(calc)\Virtual Bytes"
"11/07/2013 20:20:03.220","0.20000000000000001","0","0","0","2","29552640"
"11/07/2013 20:20:08.228","0","0","0","0","2","29552640"
"11/07/2013 20:20:13.235","0","0","0","0","2","29552640"
"11/07/2013 20:20:18.242","0","0","0","0","2","29552640"
"11/07/2013 20:20:23.249","0","0","0","0","2","29552640"
"11/07/2013 20:20:28.256","0.20000000000000001","0","0","0","2","29552640"
"11/07/2013 20:20:33.264","0","0","0","0","2","29552640"
"11/07/2013 20:20:38.271","0.20000000000000001","0","0","0","2","29552640"
"11/07/2013 20:20:43.278","0","0","0","0","2","29552640"
"11/07/2013 20:20:48.285","0","0","0","0","2","29552640"
"11/07/2013 20:20:53.292","0","0","0","0","2","29552640"
"11/07/2013 20:20:58.300","0","0","0","0","2","29552640"
"11/07/2013 20:21:03.307","0","0","0","0","2","29552640"
"11/07/2013 20:21:08.314","0","0","0","0","2","29552640"
"11/07/2013 20:21:13.321","0.20000000000000001","0","0","0","2","29552640"
"11/07/2013 20:21:18.328","0.20000000000000001","0","0","0","2","29552640"
"11/07/2013 20:21:23.336","0","0","0","0","2","29552640"
"11/07/2013 20:21:28.343","0","0","0","0","2","29552640"
"11/07/2013 20:21:33.350","0.20000000000000001","0","0","0","2","29552640"
"11/07/2013 20:21:38.357","0","0","0","0","2","29552640"
"11/07/2013 20:21:43.364","0","0","0","0","2","29552640"
"11/07/2013 20:21:48.372","0.20000000000000001","0","0","0","2","29552640"
"11/07/2013 20:21:53.379","0","0","0","0","2","29552640"
"11/07/2013 20:21:58.386","0","0","0","0","2","29552640"
"11/07/2013 20:22:03.393","0","0","0","0","2","29552640"
"11/07/2013 20:22:08.400","0","0","0","0","2","29552640"
"11/07/2013 20:22:13.408","0","0","0","0","2","29552640"
"11/07/2013 20:22:18.415","0","0","0","0","2","29552640"
"11/07/2013 20:22:23.422","0","0","0","0","2","29552640"
"11/07/2013 20:22:28.429","0","0","0","0","2","29552640"
"11/07/2013 20:22:33.436","0","0","0","0","2","29552640"
"11/07/2013 20:22:38.444","0","0","0","0","2","29552640"
"11/07/2013 20:22:43.451","0.20000000000000001","0","0","0","2","29552640"
"11/07/2013 20:22:48.458","0.20000000000000001","0","0","0","2","29552640"
"11/07/2013 20:22:53.465","0","0","0","0","2","29552640"
"11/07/2013 20:22:58.472","0","0","0","0","2","29552640"
"11/07/2013 20:23:03.480","0.20000000000000001","0","0","0","2","29552640"
"11/07/2013 20:23:08.487","0","0","0","0","2","29552640"
"11/07/2013 20:23:13.494","0","0","0","0","2","29552640"
"11/07/2013 20:23:18.501","0.20000000000000001","0","0","0","2","29552640"
"11/07/2013 20:23:23.508","0","0","0","0","2","29552640"
"11/07/2013 20:23:28.516","0","0","0","0","2","29552640"
"11/07/2013 20:23:33.523","0","0","0","0","2","29552640"
"11/07/2013 20:23:38.530","0","0","0","0","2","29552640"
"11/07/2013 20:23:43.537","0.40000000000000002","0","0","0","2","29552640"
"11/07/2013 20:23:48.544","0","0","0","0","2","29552640"
"11/07/2013 20:23:53.552","0","0","0","0","2","29552640"
"11/07/2013 20:23:58.559","0","0","0","0","2","29552640"
"11/07/2013 20:24:03.566","0","0","0","0","2","29552640"
"11/07/2013 20:24:08.573","0","0","0","0","2","29552640"
"11/07/2013 20:24:13.580","0","0","0","0","2","29552640"
"11/07/2013 20:24:18.588","0","0","0","0","2","29552640"
"11/07/2013 20:24:23.595","0","0","0","0","2","29552640"
"11/07/2013 20:24:28.602","0","0","0","0","2","29552640"
"11/07/2013 20:24:33.609","0.20000000000000001","0","0","0","2","29552640"
"11/07/2013 20:24:38.616","0.20000000000000001","0","0","0","2","29552640"
"11/07/2013 20:24:43.624","0","0","0","0","2","29552640"
"11/07/2013 20:24:48.631","0","0","0","0","2","29552640"
"11/07/2013 20:24:53.638","0","0","0","0","2","29552640"
"11/07/2013 20:24:58.645","0","0","0","0","2","29552640"
"11/07/2013 20:25:03.652","0","0","0","0","2","29552640"
"11/07/2013 20:25:08.660","0","0","0","0","2","29552640"
"11/07/2013 20:25:13.667","0","0","0","0","2","29552640"
"11/07/2013 20:25:18.674","0","0","0","0","2","29552640"
"11/07/2013 20:25:23.681","0","0","0","0","2","29552640"
"11/07/2013 20:25:28.688","0","0","0","0","2","29552640"
"11/07/2013 20:25:33.696","0.20000000000000001","0","0","0","2","29552640"
"11/07/2013 20:25:38.703","0","0","0","0","2","29552640"
"11/07/2013 20:25:43.710","0","0","0","0","2","29552640"
"11/07/2013 20:25:48.717","0","0","0","0","2","29552640"
"11/07/2013 20:25:53.724","0","0","0","0","2","29552640"
"11/07/2013 20:25:58.732","0","0","0","0","2","29552640"
"11/07/2013 20:26:03.739","0","0","0","0","2","29552640"
"11/07/2013 20:26:08.746","0","0","0","0","2","29552640"
"11/07/2013 20:26:13.753","0","0","0","0","2","29552640"
"11/07/2013 20:26:18.760","0","0","0","0","2","29552640"
"11/07/2013 20:26:23.768","0","0","0","0","2","29552640"
"11/07/2013 20:26:28.775","0","0","0","0","2","29552640"
"11/07/2013 20:26:33.782","0.20000000000000001","0","0","0","2","29552640"
"11/07/2013 20:26:38.789","0","0","0","0","2","29552640"
"11/07/2013 20:26:43.796","0.20000000000000001","0","0","0","2","29552640"
"11/07/2013 20:26:48.804","0.20000000000000001","0","0","0","2","29552640"
"11/07/2013 20:26:53.811","0","0","0","0","2","29552640"
"11/07/2013 20:26:58.818","0.59999999999999998","0","0","0","2","29552640"
"11/07/2013 20:27:03.825","0","0","0","0","2","29552640"
"11/07/2013 20:27:08.832","0","0","0","0","2","29552640"
"11/07/2013 20:27:13.840","0","0","0","0","2","29552640"
"11/07/2013 20:27:18.847","0","0","0","0","2","29552640"
"11/07/2013 20:27:23.854","0","0","0","0","2","29552640"
"11/07/2013 20:27:28.861","0","0","0","0","2","29552640"
"11/07/2013 20:27:33.868","0","0","0","0","2","29552640"
"11/07/2013 20:27:38.876","0","0","0","0","2","29552640"
"11/07/2013 20:27:43.883","0","0","0","0","2","29552640"
"11/07/2013 20:27:48.890","0.20000000000000001","0","0","0","2","29552640"
"11/07/2013 20:27:53.897","0.20000000000000001","0","0","0","2","29552640"
"11/07/2013 20:27:58.904","0.20000000000000001","0","0","0","2","29552640"
"11/07/2013 20:28:03.912","0.20000000000000001","0","0","0","2","29552640"
"11/07/2013 20:28:08.919","0.20000000000000001","0","0","0","2","29552640"
"11/07/2013 20:28:13.926","0","0","0","0","2","29552640"
"11/07/2013 20:28:18.933","0.20000000000000001","0","0","0","2","29552640"
"11/07/2013 20:28:23.940","0","0","0","0","2","29552640"
"11/07/2013 20:28:28.948","0","0","0","0","2","29552640"
"11/07/2013 20:28:33.955","0","0","0","0","2","29552640"
"11/07/2013 20:28:38.962","0","0","0","0","2","29552640"
"11/07/2013 20:28:43.969","0","0","0","0","2","29552640"
"11/07/2013 20:28:48.976","0.20000000000000001","0","0","0","2","29552640"
"11/07/2013 20:28:53.984","0","0","0","0","2","29552640"
"11/07/2013 20:28:58.991","0","0","0","0","2","29552640"
"11/07/2013 20:29:03.998","0.20000000000000001","0","0","0","2","29552640"
"11/07/2013 20:29:09.005","0","0","0","0","2","29552640"
"11/07/2013 20:29:14.012","0","0","0","0","2","29552640"
"11/07/2013 20:29:19.020","0","0","0","0","2","29552640"
"11/07/2013 20:29:24.027","0","0","0","0","2","29552640"
"11/07/2013 20:29:29.034","0","0","0","0","2","29552640"
"11/07/2013 20:29:34.041","0","0","0","0","2","29552640"
"11/07/2013 20:29:39.048","0","0","0","0","2","29552640"
"11/07/2013 20:29:44.056","0","0","0","0","2","29552640"
"11/07/2013 20:29:49.063","0","0","0","0","2","29552640"
"11/07/2013 20:29:54.070","0","0","0","0","2","29552640"
"11/07/2013 20:29:59.077","0","0","0","0","2","29552640"
"11/07/2013 20:30:04.084","0","0","0","0","2","29552640"
"11/07/2013 20:30:09.092","0","0","0","0","2","29552640"
"11/07/2013 20:30:14.099","0","0","0","0","2","29552640"
"11/07/2013 20:30:19.106","0.20000000000000001","0","0","0","2","29552640"
"11/07/2013 20:30:24.113","0","0","0","0","2","29552640"
"11/07/2013 20:30:29.120","0","0","0","0","2","29552640"
"11/07/2013 20:30:34.128","0.20000000000000001","0","0","0","2","29552640"
"11/07/2013 20:30:39.135","0.20000000000000001","0","0","0","2","29552640"
"11/07/2013 20:30:44.142","0","0","0","0","2","29552640"
"11/07/2013 20:30:49.149","0","0","0","0","2","29552640"
"11/07/2013 20:30:54.156","0","0","0","0","2","29552640"
"11/07/2013 20:30:59.164","0.20000000000000001","0","0","0","2","29552640"
"11/07/2013 20:31:04.171","0.20000000000000001","0","0","0","2","29552640"
"11/07/2013 20:31:09.178","0","0","0","0","2","29552640"
"11/07/2013 20:31:14.185","0","0","0","0","2","29552640"
"11/07/2013 20:31:19.192","0.20000000000000001","0","0","0","2","29552640"
"11/07/2013 20:31:24.200","0","0","0","0","2","29552640"
"11/07/2013 20:31:29.207","0.20000000000000001","0","0","0","2","29552640"
"11/07/2013 20:31:34.214","0","0","0","0","2","29552640"
"11/07/2013 20:31:39.221","0","0","0","0","2","29552640"
"11/07/2013 20:31:44.228","0","0","0","0","2","29552640"
"11/07/2013 20:31:49.236","0.20000000000000001","0","0","0","2","29552640"
"11/07/2013 20:31:54.243","0","0","0","0","2","29552640"
"11/07/2013 20:31:59.250","0","0","0","0","2","29552640"
"11/07/2013 20:32:04.257","0","0","0","0","2","29552640"
"11/07/2013 20:32:09.264","0.20000000000000001","0","0","0","2","29552640"
"11/07/2013 20:32:14.272","0","0","0","0","2","29552640"
"11/07/2013 20:32:19.279","0","0","0","0","2","29552640"
"11/07/2013 20:32:24.286","0","0","0","0","2","29552640"
"11/07/2013 20:32:29.293","0","0","0","0","2","29552640"
"11/07/2013 20:32:34.300","0","0","0","0","2","29552640"
"11/07/2013 20:32:39.308","0","0","0","0","2","29552640"
"11/07/2013 20:32:44.315","0.20000000000000001","0","0","0","2","29552640"
"11/07/2013 20:32:49.322","0","0","0","0","2","29552640"
"11/07/2013 20:32:54.329","0","0","0","0","2","29552640"
"11/07/2013 20:32:59.336","0.20000000000000001","0","0","0","2","29552640"
"11/07/2013 20:33:04.344","0","0","0","0","2","29552640"
"11/07/2013 20:33:09.351","0.20000000000000001","0","0","0","2","29552640"
"11/07/2013 20:33:14.358","0","0","0","0","2","29552640"
"11/07/2013 20:33:19.365","0.20000000000000001","0","0","0","2","29552640"
"11/07/2013 20:33:24.372","0","0","0","0","2","29552640"
"11/07/2013 20:33:29.380","0.40000000000000002","0","0","0","2","29552640"
"11/07/2013 20:33:34.387","1","0","0","0","2","29552640"
"11/07/2013 20:33:39.394","0.59999999999999998","0","0","0","2","29552640"
"11/07/2013 20:33:44.401","2","0","0","0","2","29552640"
"11/07/2013 20:33:49.408","0.40000000000000002","0","0","0","2","29552640"
"11/07/2013 20:33:54.416","0","0","0","0","2","29552640"
"11/07/2013 20:33:59.423","0","0","0","0","2","29552640"
"11/07/2013 20:34:04.430","0","0","0","0","2","29552640"
"11/07/2013 20:34:09.437","0","0","0","0","2","29552640"
"11/07/2013 20:34:14.444","0.20000000000000001","0","0","0","2","29552640"
"11/07/2013 20:34:19.452","0.20000000000000001","0","0","0","2","29552640"
"11/07/2013 20:34:24.459","0","0","0","0","2","29552640"
"11/07/2013 20:34:29.466","0","0","0","0","2","29552640"
"11/07/2013 20:34:34.473","0","0","0","0","2","29552640"
"11/07/2013 20:34:39.480","0","0","0","0","2","29552640"
"11/07/2013 20:34:44.488","0","0","0","0","2","29552640"
"11/07/2013 20:34:49.495","0","0","0","0","2","29552640"
"11/07/2013 20:34:54.502","0.20000000000000001","0","0","0","2","29552640"
"11/07/2013 20:34:59.509","0.20000000000000001","0","0","0","2","29552640"
"11/07/2013 20:35:04.516","0","0","0","0","2","29552640"
"11/07/2013 20:35:09.524","0","0","0","0","2","29552640"
"11/07/2013 20:35:14.531","0","0","0","0","2","29552640"
"11/07/2013 20:35:19.538","0","0","0","0","2","29552640"
"11/07/2013 20:35:24.545","0.40000000000000002","0","0","0","2","29552640"
"11/07/2013 20:35:29.552","0","0","0","0","2","29552640"
"11/07/2013 20:35:34.560","0.20000000000000001","0","0","0","2","29552640"
"11/07/2013 20:35:39.567","0","0","0","0","2","29552640"
"11/07/2013 20:35:44.574","0","0","0","0","2","29552640"
"11/07/2013 20:35:49.581","0","0","0","0","2","29552640"
"11/07/2013 20:35:54.588","0","0","0","0","2","29552640"
"11/07/2013 20:35:59.596","0","0","0","0","2","29552640"
"11/07/2013 20:36:04.603","0","0","0","0","2","29552640"
"11/07/2013 20:36:09.610","0","0","0","0","2","29552640"
"11/07/2013 20:36:14.617","0","0","0","0","2","29552640"
"11/07/2013 20:36:19.624","0","0","0","0","2","29552640"
"11/07/2013 20:36:24.632","0","0","0","0","2","29552640"
"11/07/2013 20:36:29.639","0.20000000000000001","0","0","0","2","29552640"
"11/07/2013 20:36:34.646","0","0","0","0","2","29552640"
"11/07/2013 20:36:39.653","0","0","0","0","2","29552640"
"11/07/2013 20:36:44.660","0","0","0","0","2","29552640"
"11/07/2013 20:36:49.668","0","0","0","0","2","29552640"
"11/07/2013 20:36:54.675","0","0","0","0","2","29552640"
"11/07/2013 20:36:59.682","0","0","0","0","2","29552640"
"11/07/2013 20:37:04.689","0.20000000000000001","0","0","0","2","29552640"
"11/07/2013 20:37:09.696","0","0","0","0","2","29552640"
"11/07/2013 20:37:14.704","0","0","0","0","2","29552640"
"11/07/2013 20:37:19.711","0.20000000000000001","0","0","0","2","29552640"
"11/07/2013 20:37:24.718","0","0","0","0","2","29552640"
"11/07/2013 20:37:29.725","0","0","0","0","2","29552640"
"11/07/2013 20:37:34.732","0.20000000000000001","0","0","0","2","29552640"
"11/07/2013 20:37:39.740","0","0","0","0","2","29552640"
"11/07/2013 20:37:44.747","0","0","0","0","2","29552640"
"11/07/2013 20:37:49.754","0","0","0","0","2","29552640"
"11/07/2013 20:37:54.761","0","0","0","0","2","29552640"
"11/07/2013 20:37:59.768","0","0","0","0","2","29552640"
"11/07/2013 20:38:04.776","0","0","0","0","2","29552640"
"11/07/2013 20:38:09.783","0","0","0","0","2","29552640"
"11/07/2013 20:38:14.790","0.20000000000000001","0","0","0","2","29552640"
"11/07/2013 20:38:19.797","0.20000000000000001","0","0","0","2","29552640"
"11/07/2013 20:38:24.804","0","0","0","0","2","29552640"
"11/07/2013 20:38:29.812","0","0","0","0","2","29552640"
"11/07/2013 20:38:34.819","0.40000000000000002","0","0","0","2","29552640"
"11/07/2013 20:38:39.826","0","0","0","0","2","29552640"
"11/07/2013 20:38:44.833","0","0","0","0","2","29552640"
"11/07/2013 20:38:49.840","0.20000000000000001","0","0","0","2","29552640"
"11/07/2013 20:38:54.848","0","0","0","0","2","29552640"
"11/07/2013 20:38:59.855","0","0","0","0","2","29552640"
"11/07/2013 20:39:04.862","0","0","0","0","2","29552640"
"11/07/2013 20:39:09.869","0","0","0","0","2","29552640"
"11/07/2013 20:39:14.876","0","0","0","0","2","29552640"
"11/07/2013 20:39:19.884","0.40000000000000002","0","0","0","2","29552640"
"11/07/2013 20:39:24.891","0","0","0","0","2","29552640"
"11/07/2013 20:39:29.898","0","0","0","0","2","29552640"
"11/07/2013 20:39:34.905","0","0","0","0","2","29552640"
"11/07/2013 20:39:39.912","0.20000000000000001","0","0","0","2","29552640"
"11/07/2013 20:39:44.920","0.20000000000000001","0","0","0","2","29552640"
"11/07/2013 20:39:49.927","0","0","0","0","2","29552640"
"11/07/2013 20:39:54.934","0","0","0","0","2","29552640"
"11/07/2013 20:39:59.941","0","0","0","0","2","29552640"
"11/07/2013 20:40:04.948","0","0","0","0","2","29552640"
"11/07/2013 20:40:09.956","0","0","0","0","2","29552640"
"11/07/2013 20:40:14.963","0.20000000000000001","0","0","0","2","29552640"
"11/07/2013 20:40:19.970","0","0","0","0","2","29552640"
"11/07/2013 20:40:24.977","0","0","0","0","2","29552640"
"11/07/2013 20:40:29.984","0","0","0","0","2","29552640"
"11/07/2013 20:40:34.992","0","0","0","0","2","29552640"
"11/07/2013 20:40:39.999","0","0","0","0","2","29552640"
"11/07/2013 20:40:45.006","0","0","0","0","2","29552640"
"11/07/2013 20:40:50.013","0.20000000000000001","0","0","0","2","29552640"
"11/07/2013 20:40:55.020","0.40000000000000002","0","0","0","2","29552640"
"11/07/2013 20:41:00.028","0","0","0","0","2","29552640"
"11/07/2013 20:41:05.035","0","0","0","0","2","29552640"
"11/07/2013 20:41:10.042","0","0","0","0","2","29552640"
"11/07/2013 20:41:15.049","0.20000000000000001","0","0","0","2","29552640"
"11/07/2013 20:41:20.056","0.20000000000000001","0","0","0","2","29552640"
"11/07/2013 20:41:25.064","0","0","0","0","2","29552640"
"11/07/2013 20:41:30.071","0.20000000000000001","0","0","0","2","29552640"
"11/07/2013 20:41:35.078","0.20000000000000001","0","0","0","2","29552640"
"11/07/2013 20:41:40.085","0","0","0","0","2","29552640"
"11/07/2013 20:41:45.092","0","0","0","0","2","29552640"
"11/07/2013 20:41:50.100","0","0","0","0","2","29552640"
"11/07/2013 20:41:55.107","0","0","0","0","2","29552640"
"11/07/2013 20:42:00.114","0.20000000000000001","0","0","0","2","29552640"
"11/07/2013 20:42:05.121","0","0","0","0","2","29552640"
"11/07/2013 20:42:10.128","0","0","0","0","2","29552640"
"11/07/2013 20:42:15.136","0","0","0","0","2","29552640"
"11/07/2013 20:42:20.143","0","0","0","0","2","29552640"
"11/07/2013 20:42:25.150","0","0","0","0","2","29552640"
"11/07/2013 20:42:30.157","0","0","0","0","2","29552640"
"11/07/2013 20:42:35.164","0","0","0","0","2","29552640"
"11/07/2013 20:42:40.172","0.20000000000000001","0","0","0","2","29552640"
"11/07/2013 20:42:45.179","0","0","0","0","2","29552640"
"11/07/2013 20:42:50.186","0","0","0","0","2","29552640"
"11/07/2013 20:42:55.193","0","0","0","0","2","29552640"
"11/07/2013 20:43:00.200","0.20000000000000001","0","0","0","2","29552640"
"11/07/2013 20:43:05.208","0","0","0","0","2","29552640"
"11/07/2013 20:43:10.215","0.20000000000000001","0","0","0","2","29552640"
"11/07/2013 20:43:15.222","0","0","0","0","2","29552640"
"11/07/2013 20:43:20.229","0","0","0","0","2","29552640"
"11/07/2013 20:43:25.236","0","0","0","0","2","29552640"
"11/07/2013 20:43:30.244","0.20000000000000001","0","0","0","2","29552640"
"11/07/2013 20:43:35.251","0","0","0","0","2","29552640"
"11/07/2013 20:43:40.258","0","0","0","0","2","29552640"
"11/07/2013 20:43:45.265","0","0","0","0","2","29552640"
"11/07/2013 20:43:50.272","0","0","0","0","2","29552640"
"11/07/2013 20:43:55.280","0.20000000000000001","0","0","0","2","29552640"
"11/07/2013 20:44:00.287","0.20000000000000001","0","0","0","2","29552640"
"11/07/2013 20:44:05.294","0.20000000000000001","0","0","0","2","29552640"
"11/07/2013 20:44:10.301","0","0","0","0","2","29552640"
"11/07/2013 20:44:15.308","0","0","0","0","2","29552640"
"11/07/2013 20:44:20.316","0","0","0","0","2","29552640"
"11/07/2013 20:44:25.323","0","0","0","0","2","29552640"
"11/07/2013 20:44:30.330","0","0","0","0","2","29552640"
"11/07/2013 20:44:35.337","0","0","0","0","2","29552640"
"11/07/2013 20:44:40.344","0","0","0","0","2","29552640"
"11/07/2013 20:44:45.352","0","0","0","0","2","29552640"
"11/07/2013 20:44:50.359","0","0","0","0","2","29552640"
"11/07/2013 20:44:55.366","0","0","0","0","2","29552640"
"11/07/2013 20:45:00.373","0","0","0","0","2","29552640"
"11/07/2013 20:45:05.380","0","0","0","0","2","29552640"
"11/07/2013 20:45:10.388","0.20000000000000001","0","0","0","2","29552640"
"11/07/2013 20:45:15.395","0.20000000000000001","0","0","0","2","29552640"
"11/07/2013 20:45:20.402","0.20000000000000001","0","0","0","2","29552640"
"11/07/2013 20:45:25.409","0","0","0","0","2","29552640"
"11/07/2013 20:45:30.416","0.20000000000000001","0","0","0","2","29552640"
"11/07/2013 20:45:35.424","0","0","0","0","2","29552640"
"11/07/2013 20:45:40.431","0","0","0","0","2","29552640"
"11/07/2013 20:45:45.438","0.20000000000000001","0","0","0","2","29552640"
"11/07/2013 20:45:50.445","0","0","0","0","2","29552640"
"11/07/2013 20:45:55.452","0","0","0","0","2","29552640"
"11/07/2013 20:46:00.460","0","0","0","0","2","29552640"
"11/07/2013 20:46:05.467","0","0","0","0","2","29552640"
"11/07/2013 20:46:10.474","0","0","0","0","2","29552640"
"11/07/2013 20:46:15.481","0","0","0","0","2","29552640"
"11/07/2013 20:46:20.488","0.20000000000000001","0","0","0","2","29552640"
"11/07/2013 20:46:25.496","0","0","0","0","2","29552640"
"11/07/2013 20:46:30.503","0","0","0","0","2","29552640"
"11/07/2013 20:46:35.510","0","0","0","0","2","29552640"
"11/07/2013 20:46:40.517","0.20000000000000001","0","0","0","2","29552640"
"11/07/2013 20:46:45.524","0","0","0","0","2","29552640"
"11/07/2013 20:46:50.532","0.20000000000000001","0","0","0","2","29552640"
"11/07/2013 20:46:55.539","0.20000000000000001","0","0","0","2","29552640"
"11/07/2013 20:47:00.546","0.20000000000000001","0","0","0","2","29552640"
"11/07/2013 20:47:05.553","0","0","0","0","2","29552640"
"11/07/2013 20:47:10.560","0","0","0","0","2","29552640"
"11/07/2013 20:47:15.568","0.80000000000000004","0","0","0","2","29552640"
"11/07/2013 20:47:20.575","0","0","0","0","2","29552640"
"11/07/2013 20:47:25.582","0.59999999999999998","0","0","0","2","29552640"
"11/07/2013 20:47:30.589","0.59999999999999998","0","0","0","2","29552640"
"11/07/2013 20:47:35.596","0.80000000000000004","0","0","0","2","29552640"
